"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2023:06:20 05:00"|"6434"|"MELLE"|76.6|10.8||349.1|407.9|7
"2023:06:20 05:10"|"6434"|"MELLE"|84.4|11.8||348.9|408.5|13
"2023:06:20 05:20"|"6434"|"MELLE"|165.8|35.1||351.8|416.2|66.4
"2023:06:20 05:30"|"6434"|"MELLE"|203.1|45||353.6|421.2|90.6
"2023:06:20 05:40"|"6434"|"MELLE"|200.5|43.2||354.5|421.7|90
"2023:06:20 05:50"|"6434"|"MELLE"|203|43||351.8|422.6|89.1
"2023:06:20 06:00"|"6434"|"MELLE"|287.1|64.1||351.9|430.4|144.4
"2023:06:20 06:10"|"6434"|"MELLE"|332.9|72.2||354.2|435.4|179.4
"2023:06:20 06:20"|"6434"|"MELLE"|343.6|71.4||357.8|440.2|189.8
"2023:06:20 06:30"|"6434"|"MELLE"|296.5|58||356.7|438.3|156.9
"2023:06:20 06:40"|"6434"|"MELLE"|312.6|62.5||355.5|439.4|166.3
"2023:06:20 06:50"|"6434"|"MELLE"|327.2|65.1||355.5|441.9|175.8
"2023:06:20 07:00"|"6434"|"MELLE"|378.1|76.4||358.7|448|212.4
"2023:06:20 07:10"|"6434"|"MELLE"|405.7|82.1||359.9|451.1|232.4
"2023:06:20 07:20"|"6434"|"MELLE"|430.4|87.3||359.9|454.4|248.7
"2023:06:20 07:30"|"6434"|"MELLE"|470.1|95.8||361.7|459.7|276.3
"2023:06:20 07:40"|"6434"|"MELLE"|476.3|95||363.7|462.2|282.8
"2023:06:20 07:50"|"6434"|"MELLE"|521.3|104.9||366.3|469.1|313.6
"2023:06:20 08:00"|"6434"|"MELLE"|577.4|117.9||365.3|470.8|353.9
"2023:06:20 08:10"|"6434"|"MELLE"|587.4|118.6||366|474.4|360.3
"2023:06:20 08:20"|"6434"|"MELLE"|581.2|114.7||367.1|475.4|358.2
"2023:06:20 08:30"|"6434"|"MELLE"|619.2|122.6||368.9|479.6|386
"2023:06:20 08:40"|"6434"|"MELLE"|602.5|116.9||370|481|374.5
"2023:06:20 08:50"|"6434"|"MELLE"|642.6|124.7||371.8|485.5|404.1
"2023:06:20 09:00"|"6434"|"MELLE"|684.3|132.3||375.5|491.8|435.6
"2023:06:20 09:10"|"6434"|"MELLE"|661.4|126.2||376.3|491.1|420.3
"2023:06:20 09:20"|"6434"|"MELLE"|599.1|112.4||378.8|489.7|375.7
"2023:06:20 09:30"|"6434"|"MELLE"|421.3|75.2||379.4|476.8|248.7
"2023:06:20 09:40"|"6434"|"MELLE"|324.7|56.1||380.5|462.8|186.4
"2023:06:20 09:50"|"6434"|"MELLE"|577.6|109.5||383.2|479.3|372
"2023:06:20 10:00"|"6434"|"MELLE"|759.4|144.9||387.4|504.7|497.1
"2023:06:20 10:10"|"6434"|"MELLE"|786.9|149.3||397.1|511.8|522.9
"2023:06:20 10:20"|"6434"|"MELLE"|791.4|152||400.7|510.9|529.2
"2023:06:20 10:30"|"6434"|"MELLE"|693.9|128.8||397.9|504.4|458.7
"2023:06:20 10:40"|"6434"|"MELLE"|787|146.4||395.3|515.7|520.2
"2023:06:20 10:50"|"6434"|"MELLE"|745.1|138.4||401.1|514.2|493.6
"2023:06:20 11:00"|"6434"|"MELLE"|487.6|86.7||412.5|497.1|316.4
"2023:06:20 11:10"|"6434"|"MELLE"|704.9|132.5||414.2|509.5|477.1
"2023:06:20 11:20"|"6434"|"MELLE"|678.4|125.6||404.8|505.9|451.8
"2023:06:20 11:30"|"6434"|"MELLE"|539.9|96.6||405.6|495.1|353.8
"2023:06:20 11:40"|"6434"|"MELLE"|666.4|126.9||423.1|509.7|453
"2023:06:20 11:50"|"6434"|"MELLE"|592.4|109.9||418.9|502.1|399.2
"2023:06:20 12:00"|"6434"|"MELLE"|508.3|93.8||418.4|493.6|339.3
"2023:06:20 12:10"|"6434"|"MELLE"|455|85.1||421.1|487.9|303.1
"2023:06:20 12:20"|"6434"|"MELLE"|457.3|85.3||420|488.4|303.7
"2023:06:20 12:30"|"6434"|"MELLE"|392.5|72.3||419.7|483.6|256.3
"2023:06:20 12:40"|"6434"|"MELLE"|332.1|60.2||421.9|476.1|217.8
"2023:06:20 12:50"|"6434"|"MELLE"|258.9|45.7||420.5|469.8|163.8
"2023:06:20 13:00"|"6434"|"MELLE"|199.6|33.8||418.8|463.8|120.8
"2023:06:20 13:10"|"6434"|"MELLE"|133.5|20.4||418.2|457.5|73.9
"2023:06:20 13:20"|"6434"|"MELLE"|128.4|18.7||417.1|454.3|72.5
"2023:06:20 13:30"|"6434"|"MELLE"|142.4|21.5||414.9|455.2|80.6
"2023:06:20 13:40"|"6434"|"MELLE"|85.9|13.4||419.7|446.7|45.6
"2023:06:20 13:50"|"6434"|"MELLE"|70.5|15||416.4|436.4|35.4
"2023:06:20 14:00"|"6434"|"MELLE"|40.9|3.6||416.3|433.3|20.3
"2023:06:20 14:10"|"6434"|"MELLE"|14.7|4.7||412.8|415.7|7.1
"2023:06:20 14:20"|"6434"|"MELLE"|41.8|6.1||413.2|413|35.9
"2023:06:20 14:30"|"6434"|"MELLE"|131.5|23.9||414|414.2|107.3
"2023:06:20 14:40"|"6434"|"MELLE"|517.9|93.5||431.5|432.5|423.4
"2023:06:20 14:50"|"6434"|"MELLE"|222.6|34.8||428.9|430.8|185.9
"2023:06:20 15:00"|"6434"|"MELLE"|81.9|11.8||425.4|425.7|69.8
"2023:06:20 15:10"|"6434"|"MELLE"|81.5|15.1||420.2|420.4|66.2
"2023:06:20 15:20"|"6434"|"MELLE"|92.8|14.9||423.2|423.3|77.7
"2023:06:20 15:30"|"6434"|"MELLE"|48.8|6.2||424.4|423|44
"2023:06:20 15:40"|"6434"|"MELLE"|90|14.7||422.1|421.1|76.3
"2023:06:20 15:50"|"6434"|"MELLE"|120.9|19.8||424.9|424.8|101.3
"2023:06:20 16:00"|"6434"|"MELLE"|122.2|19.1||426.1|425|104.2
"2023:06:20 16:10"|"6434"|"MELLE"|41.9|5.2||423.2|422.4|37.5
"2023:06:20 16:20"|"6434"|"MELLE"|15.8|0||421.7|420.7|17
"2023:06:20 16:30"|"6434"|"MELLE"|10.5|0||422.5|420.1|14.5
"2023:06:20 16:40"|"6434"|"MELLE"|7.4|0||424.4|420.8|13.4
"2023:06:20 16:50"|"6434"|"MELLE"|6|0||419.2|417.6|8.1
"2023:06:20 17:00"|"6434"|"MELLE"|3.5|0||416|414.3|5.3
"2023:06:20 17:10"|"6434"|"MELLE"|0|0||415.8|413.3|3.9
"2023:06:20 17:20"|"6434"|"MELLE"|0|0||416.6|412.9|5.3
"2023:06:20 17:30"|"6434"|"MELLE"|0.6|0||415.1|411.7|6
"2023:06:20 17:40"|"6434"|"MELLE"|8.1|0||413.1|410.1|11.1
"2023:06:20 17:50"|"6434"|"MELLE"|7.2|0.1||411.4|408.9|9.6
"2023:06:20 18:00"|"6434"|"MELLE"|2.4|0||408.7|406.9|5.2
"2023:06:20 18:10"|"6434"|"MELLE"|0.4|0||407.5|405.7|3.3
"2023:06:20 18:20"|"6434"|"MELLE"|0|0||408.9|406.2|3.9
"2023:06:20 18:30"|"6434"|"MELLE"|1.7|0||410.1|406.9|6.6
"2023:06:20 18:40"|"6434"|"MELLE"|8.2|0||411.8|407.9|12.2
"2023:06:20 18:50"|"6434"|"MELLE"|6.9|0||410.8|406.9|10.9
"2023:06:20 19:00"|"6434"|"MELLE"|3.5|0||409.5|404.3|9.6
"2023:06:20 19:10"|"6434"|"MELLE"|3.8|0||410.8|404.5|11.8
"2023:06:20 19:20"|"6434"|"MELLE"|5|0||410.2|404.8|11.6
"2023:06:20 19:30"|"6434"|"MELLE"|0|0||409.8|404.6|7.1
"2023:06:20 19:40"|"6434"|"MELLE"|0|0||409|404.5|5.6
"2023:06:20 19:50"|"6434"|"MELLE"|0|0||410.5|404.7|6.8
"2023:06:20 20:00"|"6434"|"MELLE"|0|0||412.5|404.5|7.9
"2023:06:20 20:10"|"6434"|"MELLE"|0|0||412.1|403.5|8
"2023:06:20 20:20"|"6434"|"MELLE"|0|0||412.2|403.2|7.4
"2023:06:20 20:30"|"6434"|"MELLE"|0|0||412.2|403.2|6.7
"2023:06:20 20:40"|"6434"|"MELLE"|0|0||412|400.7|8
"2023:06:20 20:50"|"6434"|"MELLE"|0|0||410.9|399.4|8
"2023:06:20 21:00"|"6434"|"MELLE"|0|0||410.2|398.6|7.9
"2023:06:20 21:10"|"6434"|"MELLE"|0|0||410.2|397.8|8.7
"2023:06:20 21:20"|"6434"|"MELLE"|0|0||410|398.6|7.7
"2023:06:20 21:30"|"6434"|"MELLE"|0|0||409.9|399.9|6.6
"2023:06:20 21:40"|"6434"|"MELLE"|0|0||411|400.8|7
"2023:06:20 21:50"|"6434"|"MELLE"|0|0||410.5|401.8|5.7
"2023:06:20 22:00"|"6434"|"MELLE"|0|0||409.6|401.1|4.9
"2023:06:20 22:10"|"6434"|"MELLE"|0|0||408.9|399.3|5.6
"2023:06:20 22:20"|"6434"|"MELLE"|0|0||407.2|398.3|4.9
"2023:06:20 22:30"|"6434"|"MELLE"|0|0||405.6|397.8|3.7
"2023:06:20 22:40"|"6434"|"MELLE"|0|0||402.8|397.6|1.2
"2023:06:20 22:50"|"6434"|"MELLE"|0|0||396.4|397.1|-4.8
"2023:06:20 23:00"|"6434"|"MELLE"|0|0||376|397.9|-26
"2023:06:20 23:10"|"6434"|"MELLE"|0|0||360.4|397.3|-41.2
"2023:06:20 23:20"|"6434"|"MELLE"|0|0||354.4|396.9|-46.9
"2023:06:20 23:30"|"6434"|"MELLE"|0|0||352.2|396.6|-48.9
"2023:06:20 23:40"|"6434"|"MELLE"|0|0||353.2|397.3|-48.5
"2023:06:20 23:50"|"6434"|"MELLE"|0|0||344.4|397|-57.2
"2023:06:21 00:00"|"6434"|"MELLE"|0|0||342.7|395.6|-57.7
"2023:06:21 00:10"|"6434"|"MELLE"|0|0||341.7|394.1|-57.3
"2023:06:21 00:20"|"6434"|"MELLE"|0|0||341.3|391.2|-55
"2023:06:21 00:30"|"6434"|"MELLE"|0|0||345.8|392.4|-51.5
"2023:06:21 00:40"|"6434"|"MELLE"|0|0||345.8|393.7|-52.4
"2023:06:21 00:50"|"6434"|"MELLE"|0|0||342.7|392.3|-54.4
"2023:06:21 01:00"|"6434"|"MELLE"|0|0||336|390.7|-59.8
"2023:06:21 01:10"|"6434"|"MELLE"|0|0||335.7|389.3|-58.6
"2023:06:21 01:20"|"6434"|"MELLE"|0|0||353.7|391.7|-42.2
"2023:06:21 01:30"|"6434"|"MELLE"|0|0||377.8|397.8|-22.8
"2023:06:21 01:40"|"6434"|"MELLE"|0|0||382.8|400|-19.9
"2023:06:21 01:50"|"6434"|"MELLE"|0|0||399.3|401.8|-6
"2023:06:21 02:00"|"6434"|"MELLE"|0|0||401.2|402.2|-4.7
"2023:06:21 02:10"|"6434"|"MELLE"|0|0||399.8|402.2|-6
"2023:06:21 02:20"|"6434"|"MELLE"|0|0||394|401.5|-11.6
"2023:06:21 02:30"|"6434"|"MELLE"|0|0||377|396.9|-25.7
"2023:06:21 02:40"|"6434"|"MELLE"|0|0||368|394.6|-32.3
"2023:06:21 02:50"|"6434"|"MELLE"|0|0||367.7|393.1|-30.8
"2023:06:21 03:00"|"6434"|"MELLE"|0|0||383|393.8|-15
"2023:06:21 03:10"|"6434"|"MELLE"|0|0||366.7|392.6|-30.5
"2023:06:21 03:20"|"6434"|"MELLE"|0|0||361.8|389.5|-31.9
"2023:06:21 03:30"|"6434"|"MELLE"|0|0||376.3|392.7|-18
"2023:06:21 03:40"|"6434"|"MELLE"|0|0||372.9|394.8|-21.9
"2023:06:21 03:50"|"6434"|"MELLE"|0|0||372.7|396|-20.5
"2023:06:21 04:00"|"6434"|"MELLE"|1.7|0||362.6|396|-26.1
"2023:06:21 04:10"|"6434"|"MELLE"|7|0||335.7|393.5|-46.4
"2023:06:21 04:20"|"6434"|"MELLE"|12.2|0||325.1|390.6|-49.7
"2023:06:21 04:30"|"6434"|"MELLE"|19.2|0||324|390.1|-44.2
"2023:06:21 04:40"|"6434"|"MELLE"|29|0||323|389.8|-37.3
"2023:06:21 04:50"|"6434"|"MELLE"|82.3|17.9||322|393.4|-7
"2023:06:21 05:00"|"6434"|"MELLE"|113.6|25.8||321.9|396.8|12.8
"2023:06:21 05:10"|"6434"|"MELLE"|140.4|31.2||321.9|399.6|31.4
"2023:06:21 05:20"|"6434"|"MELLE"|160.9|34.9||321.3|402.2|45.1
"2023:06:21 05:30"|"6434"|"MELLE"|181.5|38.5||320.4|404.2|59.3
"2023:06:21 05:40"|"6434"|"MELLE"|210.1|43.8||321.1|407.1|80.3
"2023:06:21 05:50"|"6434"|"MELLE"|237.5|47.5||322.6|410.1|102.5
"2023:06:21 06:00"|"6434"|"MELLE"|261.6|50.2||323.9|412.6|122.6
"2023:06:21 06:10"|"6434"|"MELLE"|284.2|52.8||326.1|415.7|141.8
"2023:06:21 06:20"|"6434"|"MELLE"|307.3|56.7||329.9|416.9|163.6
"2023:06:21 06:30"|"6434"|"MELLE"|322.3|59.4||336.4|418.2|181
"2023:06:21 06:40"|"6434"|"MELLE"|296.8|51.9||344.9|418.7|171
"2023:06:21 06:50"|"6434"|"MELLE"|409.9|77.9||334.7|422.1|244.6
"2023:06:21 07:00"|"6434"|"MELLE"|389|70.8||343.7|425.1|236.7
"2023:06:21 07:10"|"6434"|"MELLE"|442.9|82.7||344.7|427.2|277.6
"2023:06:21 07:20"|"6434"|"MELLE"|528.6|100.7||343.6|434.2|337.3
"2023:06:21 07:30"|"6434"|"MELLE"|311.9|47.5||335.2|428.2|171.4
"2023:06:21 07:40"|"6434"|"MELLE"|493.1|88.2||335.7|435.4|305.2
"2023:06:21 07:50"|"6434"|"MELLE"|502.6|87.2||338|441.5|311.9
"2023:06:21 08:00"|"6434"|"MELLE"|547|95.7||339.1|444|346.3
"2023:06:21 08:10"|"6434"|"MELLE"|588.8|103.5||338.6|446.2|377.8
"2023:06:21 08:20"|"6434"|"MELLE"|611.2|107.4||338.3|447.1|395.1
"2023:06:21 08:30"|"6434"|"MELLE"|615.5|108.1||338.9|450|396.3
"2023:06:21 08:40"|"6434"|"MELLE"|650.5|113.6||340.8|453.6|424.2
"2023:06:21 08:50"|"6434"|"MELLE"|675.9|119.3||339.3|451.5|444.3
"2023:06:21 09:00"|"6434"|"MELLE"|695.4|123.4||339.2|453|458.2
"2023:06:21 09:10"|"6434"|"MELLE"|717.3|127.5||340.9|456.4|474.3
"2023:06:21 09:20"|"6434"|"MELLE"|713.1|124.6||341.7|458.1|472
"2023:06:21 09:30"|"6434"|"MELLE"|755.6|133.3||345.8|462.2|505.8
"2023:06:21 09:40"|"6434"|"MELLE"|769.7|136.2||344.9|463.4|515
"2023:06:21 09:50"|"6434"|"MELLE"|777.9|136.8||344.5|465.1|520.4
"2023:06:21 10:00"|"6434"|"MELLE"|790.8|137.4||348.2|471.2|530.4
"2023:06:21 10:10"|"6434"|"MELLE"|803.6|140.2||348.2|472|539.6
"2023:06:21 10:20"|"6434"|"MELLE"|825.8|144.4||347.9|472.5|556.9
"2023:06:21 10:30"|"6434"|"MELLE"|834.7|145.1||348.3|476.4|561.5
"2023:06:21 10:40"|"6434"|"MELLE"|845.4|146.4||349.2|478.6|569.6
"2023:06:21 10:50"|"6434"|"MELLE"|837.8|143.8||350.3|480.8|563.6
"2023:06:21 11:00"|"6434"|"MELLE"|870.7|150.7||353.2|482.1|591.2
"2023:06:21 11:10"|"6434"|"MELLE"|864.8|148.3||353.2|485.8|583.9
"2023:06:21 11:20"|"6434"|"MELLE"|874.3|150.1||355.1|487.4|592
"2023:06:21 11:30"|"6434"|"MELLE"|883.9|152.1||358.5|489.7|600.7
"2023:06:21 11:40"|"6434"|"MELLE"|930.8|161.4||365.1|493.5|640.9
"2023:06:21 11:50"|"6434"|"MELLE"|745|125.6||360|482.7|496.6
"2023:06:21 12:00"|"6434"|"MELLE"|740.7|127.8||369.4|478.8|503.6
"2023:06:21 12:10"|"6434"|"MELLE"|862.3|153.1||371.1|487.1|593.2
"2023:06:21 12:20"|"6434"|"MELLE"|907.1|164.5||379.4|494.7|627.2
"2023:06:21 12:30"|"6434"|"MELLE"|902.1|161.5||374.2|499|615.8
"2023:06:21 12:40"|"6434"|"MELLE"|327.4|46.5||376.8|464.4|193.2
"2023:06:21 12:50"|"6434"|"MELLE"|945|174.4||382.7|496|657.2
"2023:06:21 13:00"|"6434"|"MELLE"|430|71.4||375.2|464.4|269.4
"2023:06:21 13:10"|"6434"|"MELLE"|501.1|86.1||378.6|468.8|324.8
"2023:06:21 13:20"|"6434"|"MELLE"|667.6|123||380.2|475.9|448.9
"2023:06:21 13:30"|"6434"|"MELLE"|358.3|57.6||376.5|460.4|216.7
"2023:06:21 13:40"|"6434"|"MELLE"|591.4|107.5||375.6|476.9|382.6
"2023:06:21 13:50"|"6434"|"MELLE"|455.2|77.9||370|467.7|279.6
"2023:06:21 14:00"|"6434"|"MELLE"|650.1|122.1||380.9|476.7|432.3
"2023:06:21 14:10"|"6434"|"MELLE"|823.3|156.9||384.2|495.8|554.8
"2023:06:21 14:20"|"6434"|"MELLE"|780.9|147.8||379.6|492.2|520.6
"2023:06:21 14:30"|"6434"|"MELLE"|588.7|107.5||372.5|481.4|372.3
"2023:06:21 14:40"|"6434"|"MELLE"|187.5|22.2||372.7|452.5|85.5
"2023:06:21 14:50"|"6434"|"MELLE"|480.8|89.6||390.6|467.9|313.9
"2023:06:21 15:00"|"6434"|"MELLE"|678.4|133.1||375.7|483.9|437.1
"2023:06:21 15:10"|"6434"|"MELLE"|622.1|122.2||372.6|480.1|392.5
"2023:06:21 15:20"|"6434"|"MELLE"|223.7|29||360.3|453.1|102
"2023:06:21 15:30"|"6434"|"MELLE"|217.5|31.5||367.6|449.4|104.2
"2023:06:21 15:40"|"6434"|"MELLE"|193.9|27||383.8|448.8|101.9
"2023:06:21 15:50"|"6434"|"MELLE"|189.6|27.2||375.5|446.4|91.6
"2023:06:21 16:00"|"6434"|"MELLE"|561.2|117||380.2|472.9|351.4
"2023:06:21 16:10"|"6434"|"MELLE"|432.3|84||376|470.6|253.6
"2023:06:21 16:20"|"6434"|"MELLE"|330.8|60.3||367.9|461|177.4
"2023:06:21 16:30"|"6434"|"MELLE"|218.3|30.5||377.8|455.7|109.9
"2023:06:21 16:40"|"6434"|"MELLE"|314.4|58.4||371.9|457|170.9
"2023:06:21 16:50"|"6434"|"MELLE"|288.6|53.8||360.5|454.8|140.5
"2023:06:21 17:00"|"6434"|"MELLE"|264.5|49||360.2|452.8|122.9
"2023:06:21 17:10"|"6434"|"MELLE"|246|45.6||360.4|450.1|110.7
"2023:06:21 17:20"|"6434"|"MELLE"|218.9|40.6||361.9|446.9|93.3
"2023:06:21 17:30"|"6434"|"MELLE"|158.3|26.4||363.6|441.5|53.9
"2023:06:21 17:40"|"6434"|"MELLE"|121.8|18||357.1|434.1|26.8
"2023:06:21 17:50"|"6434"|"MELLE"|130|22.8||353.3|431.3|29.2
"2023:06:21 18:00"|"6434"|"MELLE"|122|20.9||353.3|429.8|24.6
"2023:06:21 18:10"|"6434"|"MELLE"|91.2|12.4||352.2|426.8|4.1
"2023:06:21 18:20"|"6434"|"MELLE"|83.1|11.6||351.8|424.1|-0.8
"2023:06:21 18:30"|"6434"|"MELLE"|72.6|10.2||352.9|422.5|-7.2
"2023:06:21 18:40"|"6434"|"MELLE"|63.1|8.5||355|421.2|-11.6
"2023:06:21 18:50"|"6434"|"MELLE"|58.7|7.6||356.1|420|-12.8
"2023:06:21 19:00"|"6434"|"MELLE"|49.6|6.9||356|418.1|-19.4
"2023:06:21 19:10"|"6434"|"MELLE"|38.8|4.9||355.3|416|-26.8
"2023:06:21 19:20"|"6434"|"MELLE"|25.1|1.2||353.7|413.7|-36.1
"2023:06:21 19:30"|"6434"|"MELLE"|11.5|0||356.2|411|-40.6
"2023:06:21 19:40"|"6434"|"MELLE"|4.7|0||359.3|409.7|-41.7
"2023:06:21 19:50"|"6434"|"MELLE"|0|0||361.1|408|-42.4
"2023:06:21 20:00"|"6434"|"MELLE"|0|0||362.1|405.3|-42.3
"2023:06:21 20:10"|"6434"|"MELLE"|0|0||364.2|404.7|-40.9
"2023:06:21 20:20"|"6434"|"MELLE"|0|0||366.4|405.4|-40.4
"2023:06:21 20:30"|"6434"|"MELLE"|0|0||365.8|402.1|-38.9
"2023:06:21 20:40"|"6434"|"MELLE"|0|0||359|399.2|-43.2
"2023:06:21 20:50"|"6434"|"MELLE"|0|0||354|397.1|-46.3
"2023:06:21 21:00"|"6434"|"MELLE"|0|0||355|395.4|-43.7
"2023:06:21 21:10"|"6434"|"MELLE"|0|0||354.7|396.9|-45.3
"2023:06:21 21:20"|"6434"|"MELLE"|0|0||354.6|397.1|-45.6
"2023:06:21 21:30"|"6434"|"MELLE"|0|0||352.7|394.5|-45.1
"2023:06:21 21:40"|"6434"|"MELLE"|0|0||350.3|392.4|-45.6
"2023:06:21 21:50"|"6434"|"MELLE"|0|0||349.1|389.5|-43.7
"2023:06:21 22:00"|"6434"|"MELLE"|0|0||346.5|388.2|-45.1
"2023:06:21 22:10"|"6434"|"MELLE"|0|0||345.5|386.2|-44.1
"2023:06:21 22:20"|"6434"|"MELLE"|0|0||350.2|385.8|-38.3
"2023:06:21 22:30"|"6434"|"MELLE"|0|0||353.8|387.2|-35.8
"2023:06:21 22:40"|"6434"|"MELLE"|0|0||354|387.2|-35.8
"2023:06:21 22:50"|"6434"|"MELLE"|0|0||353.1|387.7|-37.2
"2023:06:21 23:00"|"6434"|"MELLE"|0|0||351.3|386.8|-38.3
"2023:06:21 23:10"|"6434"|"MELLE"|0|0||344.6|384.8|-43.5
"2023:06:21 23:20"|"6434"|"MELLE"|0|0||338.6|382.5|-47.6
"2023:06:21 23:30"|"6434"|"MELLE"|0|0||337.1|380.5|-47
"2023:06:21 23:40"|"6434"|"MELLE"|0|0||333.1|378.2|-48.9
"2023:06:21 23:50"|"6434"|"MELLE"|0|0||328.9|375.9|-50.7
"2023:06:22 00:00"|"6434"|"MELLE"|0|0||331.3|374.5|-47
"2023:06:22 00:10"|"6434"|"MELLE"|0|0||338.5|376.1|-40.6
"2023:06:22 00:20"|"6434"|"MELLE"|0|0||334.1|376.8|-46.1
"2023:06:22 00:30"|"6434"|"MELLE"|0|0||328.4|375|-50.4
"2023:06:22 00:40"|"6434"|"MELLE"|0|0||326.5|372.3|-49.5
"2023:06:22 00:50"|"6434"|"MELLE"|0|0||333.9|373|-42.4
"2023:06:22 01:00"|"6434"|"MELLE"|0|0||345.8|376.2|-32.5
"2023:06:22 01:10"|"6434"|"MELLE"|0|0||341.9|377.3|-37.9
"2023:06:22 01:20"|"6434"|"MELLE"|0|0||336.7|376.2|-42.3
"2023:06:22 01:30"|"6434"|"MELLE"|0|0||331.5|374.6|-46.3
"2023:06:22 01:40"|"6434"|"MELLE"|0|0||328.1|373.8|-49.1
"2023:06:22 01:50"|"6434"|"MELLE"|0|0||324.9|371.3|-50
"2023:06:22 02:00"|"6434"|"MELLE"|0|0||323.1|370.1|-50.9
"2023:06:22 02:10"|"6434"|"MELLE"|0|0||323.1|369.2|-49.9
"2023:06:22 02:20"|"6434"|"MELLE"|0|0||324.9|369|-47.5
"2023:06:22 02:30"|"6434"|"MELLE"|0|0||323.7|370|-49.8
"2023:06:22 02:40"|"6434"|"MELLE"|0|0||323.5|369.4|-49.8
"2023:06:22 02:50"|"6434"|"MELLE"|0|0||323.3|368.1|-48.2
"2023:06:22 03:00"|"6434"|"MELLE"|0|0||322.8|367.2|-47.8
"2023:06:22 03:10"|"6434"|"MELLE"|0|0||322.3|367|-47.8
"2023:06:22 03:20"|"6434"|"MELLE"|0|0||321.2|367.5|-48.9
"2023:06:22 03:30"|"6434"|"MELLE"|0|0||321.9|366.6|-46.2
"2023:06:22 03:40"|"6434"|"MELLE"|0|0||321.6|366.8|-43.9
"2023:06:22 03:50"|"6434"|"MELLE"|0|0||321.7|368.2|-40.8
"2023:06:22 04:00"|"6434"|"MELLE"|5|0||322.2|369.4|-35.9
"2023:06:22 04:10"|"6434"|"MELLE"|10.5|0||323.4|371.3|-31.7
"2023:06:22 04:20"|"6434"|"MELLE"|20.4|0||324.5|375|-29.2
"2023:06:22 04:30"|"6434"|"MELLE"|35.3|1.9||325.1|379.1|-20.6
"2023:06:22 04:40"|"6434"|"MELLE"|53.4|6.6||325.7|383.9|-11.4
"2023:06:22 04:50"|"6434"|"MELLE"|80.9|14.9||326.5|389.7|2.7
"2023:06:22 05:00"|"6434"|"MELLE"|109.3|22.2||328.8|395.6|20.3
"2023:06:22 05:10"|"6434"|"MELLE"|125.6|25.1||331.2|399.6|32.2
"2023:06:22 05:20"|"6434"|"MELLE"|74.5|4.3||336.7|400.2|6.6
"2023:06:22 05:30"|"6434"|"MELLE"|94.7|8.2||346.1|401.7|30.8
"2023:06:22 05:40"|"6434"|"MELLE"|118.6|14.6||356.5|405.5|55
"2023:06:22 05:50"|"6434"|"MELLE"|121.2|15.4||364.7|408.1|62.5
"2023:06:22 06:00"|"6434"|"MELLE"|128.5|17.5||371|410|72.1
"2023:06:22 06:10"|"6434"|"MELLE"|131.8|18.3||375.4|412.6|76.2
"2023:06:22 06:20"|"6434"|"MELLE"|148.9|22||373.3|414.7|85.5
"2023:06:22 06:30"|"6434"|"MELLE"|167.1|25.9||371.6|417|95.8
"2023:06:22 06:40"|"6434"|"MELLE"|171|26.3||374.5|418.2|101
"2023:06:22 06:50"|"6434"|"MELLE"|174.9|26.8||377.7|419.4|106.4
"2023:06:22 07:00"|"6434"|"MELLE"|179.7|27.9||381.1|421.1|111.8
"2023:06:22 07:10"|"6434"|"MELLE"|175.6|27.1||382.5|422.3|108.6
"2023:06:22 07:20"|"6434"|"MELLE"|191.7|30.4||381.9|423|120.2
"2023:06:22 07:30"|"6434"|"MELLE"|229.6|38.5||382.4|426.6|146.9
"2023:06:22 07:40"|"6434"|"MELLE"|231.7|38.5||383.6|428.7|148.2
"2023:06:22 07:50"|"6434"|"MELLE"|196.2|31.4||386.8|427.9|123.7
"2023:06:22 08:00"|"6434"|"MELLE"|190.4|30.3||387.9|427.7|120.3
"2023:06:22 08:10"|"6434"|"MELLE"|185|28.9||387.6|426.7|116.9
"2023:06:22 08:20"|"6434"|"MELLE"|160.7|24.3||387.7|424.8|99.2
"2023:06:22 08:30"|"6434"|"MELLE"|161.9|24.6||387.5|424.6|100.2
"2023:06:22 08:40"|"6434"|"MELLE"|162.5|24.5||387.8|426|99.8
"2023:06:22 08:50"|"6434"|"MELLE"|140.3|20.1||389.4|424.4|85.2
"2023:06:22 09:00"|"6434"|"MELLE"|93.3|11.1||390.3|421.3|51.2
"2023:06:22 09:10"|"6434"|"MELLE"|60.7|4.2||390.3|418.5|28.3
"2023:06:22 09:20"|"6434"|"MELLE"|44.8|0.6||390.5|417|17.6
"2023:06:22 09:30"|"6434"|"MELLE"|38.7|0||391.7|415.7|14.8
"2023:06:22 09:40"|"6434"|"MELLE"|39.4|0.1||390.8|415.2|14.8
"2023:06:22 09:50"|"6434"|"MELLE"|44.2|1.2||392.7|415.7|20.1
"2023:06:22 10:00"|"6434"|"MELLE"|53.3|5.3||400.7|415.8|33
"2023:06:22 10:10"|"6434"|"MELLE"|70.4|10.6||406.6|415|51.4
"2023:06:22 10:20"|"6434"|"MELLE"|81|12.9||415.4|415.4|68.1
